Proveedor,Teléfono,Email
Q TECH NOW SA DE CV,(559) 000-0120,APEREA@QTECH.COM.MX
QUEST SOFTWARE MEXICO S DE RL,(900) 033-60,Tax
"QUIMICA VALANER, S.A. DE C.V.",(552) 557-25,blanca.mondragon@valaner.com
"QUIMICA, INDUSTRIAL Y DE SALUD",(199) 899-10,Tax
QUIROZ CHAVEZ JOSE EULOGIO,(561) 955-01,Tax
QUIROZ CARLOS JOSE,(564) 350-07,Tax
"RADIO SHACK DE MEXICO, S.A. DE",(555) 802-131,Tax
MARISOL ANGELICA RAMIREZ VAZQU,(555) 879-7173,Tax
"RAY COLOR, S.A. DE C.V.",(553) 834-61,a.clientes1@raycolor.com.mx
REACTIVOS Y PRODUCTOS QUIMICOS,(556) 907-24,ventas.4@reproquifin.com
"REALNET, S.A. DE C.V.",(521) 986-56,Tax
REALVNC LTD,,Tax
"REFACCIONES AGUILAR, S.A. DE C",(587) 744-06,Tax
"REG.NET, INC",(171) 957-6012 Ext 3,SUPPORT@WINEDT.COM
"REPRESENTACIONES DE AUDIO, S.A",(569) 797-54,Tax
"REQUIE, S.A. DE C.V.",(529) 029-10,REQUIESA@PRODIGY.NET.MX
"REX CHEMICAL DE MEXICO, S.A.",(534) 132-19,rexvtas2@telmexmail.com
RIDASEF SA DE CV,(551) 200-95,ridasef3@hotmail.com
"RISMART, SA DE CV",(553) 008-74,Tax
RIVAS MARTINEZ MANUEL,(573) 299-97,MANUELRIVASBAS@GMAIL.COM
RIVAS RESENDIZ DIEGO ANTONIO,(557) 730-67,COMRIVASA@YAHOO.COM.MX
ROBLES IBAÑEZ SILVIA,(015) 640-6181,nahyd_21@yahoo.com.mx
"ROCA MOTION CONTROL, S.A. DE C",(568) 969-20,Tax
RODAMIENTOS INDUSTRIALES Y COM,(555) 269-46,aurbina@rodamientos.com.mx
RODRIGUEZ FERNANDEZ OSVALDO,(567) 237-00,Tax
ROMERO ALDACO PEDRO DAVID,(569) 726-36,DAVID.ROMEROA@HOTMAIL.COM
ROSAS VICENTE EDGAR,(523) 642-72,Tax
SANCHEZ CEDILLO JOSE LUIS,(542) 569-34,Tax
SANCHEZ EULLOQUE GUADALUPE RAM,(557) 676-26,Tax
SANCHEZ PALMA EDUARDO,(563) 790-37,eduardoimpresor@gmail.com
SANCHEZ RODRIGUEZ MIGUEL ERNES,(557) 922-87,Tax
"SANCHEZ, S.A. DE C.V.",(553) 838-00,Tax
"SANITY INTERNACIONAL, S.A. DE",(535) 326-96,rosario.cruz@sanity.com.mx
SARL RBI,(330) 476-4191 Ext 66,Tax
"SAWSTOP, LLC",(503) 570-3200,Tax
SCIENTIFIC SOFTWARE INTERNATIONAL,(184) 767-5072 Ext 0,sales@ssicentral.com
"SCITUM, S.A. DE C.V.",(915) 074-00,Tax
"SELLCOM SOLUTIONS MEXICO, SA DE CV",(044) 551-8850 Ext 949,julio.santamaria@sellcom-solutions.com.mx
"SERVI-BAS, S.A. DE C.V.",(556) 108-81,mariob@servibas.com
SERVICIO ASESORIA EQUIPOS Y CO,(544) 008-62,Tax
SERVICIO DE MEDICION + CONTROL S.A. D,(559) 156-5036,ventas@smedicion.com
SERVICIO Y MANTENIMIENTO DE EQ,(597) 652-0,Tax
"SERVICIOS INSTITUCIONALES CHL,",(563) 904-91,Tax
"SERVICIOS INTEGRALES ACSPA, S.",(523) 640-55,Tax
SISTEMAS DIGITALES EN AUDIO Y VIDEO S,(555) 639-3510,c_rojas@sistemasdigitalesav.com.mx
"SISTEMAS EMPRESARIALES DABO, S.A. DE",(558) 663-7363,eduardo.vazquez@macstore.mx
SOLIS MENDIOLA LUIS ALBERTO,(012) 224-7048,ventas@sevmexico.com
SOLUCIONES AVANZADAS DE IMPRESION,(044) 551-2943 Ext 533,asistente@micr-sai.com.mx
SOLUCIONES EN MAC S.A. DE C.V.,(524) 063-90,Tax
"SOLUCIONES INTEGRALES EN AUDIO,",(536) 597-03,nnamorado@si.com.mx
"SOLVMEX, S.A.",(571) 813-30,Tax
SOSA HERNANDEZ RAFAEL,(044) 551-6017 Ext 379,armanetydecoration@yahoo.com.mx
SOUND IDEAS,(190) 588-6500 Ext 0,Tax
"SPORT FITNESS, S.A DE C.V.",(551) 454-4400,rodrigo.guevara@sportfitness.mx
PREDICTIVE ANALYTICAL SOFTWARE AND,(568) 287-68,nayhely.lozano@informese.co
SPUMLAT DE MEXICO S.A. DE C.V.,(552) 755-70,Tax
"STARCO, S.A. DE C.V.",(535) 836-12,Tax
SUAREZ RANGEL GABRIELA,(555) 512-2287,GABRIELASUAREZRANGEL@HOTMAIL.CO
"TANNER DEL CENTRO, S.A. DE C.V",(593) 509-70,Tax
"TEC ELECTRONICA, S.A. DE C.V.",(553) 870-03,Tax
"TECNO LOGICA MEXICANA, S.A. DE",(502) 002-00,oserrano@tl-mx.com.mx
TECNOLOGIA EN SOLUCION DINAMIC,(911) 313-66,Tax
"TED TECNOLOGIA EDITORIAL, S.A.",(529) 420-52,Tax
"TELETEC DE MEXICO, S.A. DE C.V",(500) 094-00,fhernandez@teletec.com.mx
THE IIARD BOOKSTORE,(877) 867-4957,Tax
THERMOCOAX INC,(678) 947-5510,Tax
"TINTORERIA MIXCOAC, S.A",(565) 188-56,Tax
"TM IMPORTS, S.A. DE C.V.",(527) 334-61,AMELIAGUAJARDO.@TMIMPORT.C
TORRE MARINA JAIME,(044) 551-6303 Ext 549,jaimetorremarina@hotmail.com
TORRERO SOSA MIGUEL ANGEL,(564) 243-68,torrerotecnivid@hotmail.com
TORRES HERNANDEZ MA. DEL SOCOR,(559) 412-44,Tax
TORRES PEREZ MARGARITA,(578) 180-33,fotodulce2000@yahoo.com.mx
TORRES POLO JOSE ALBERTO,(555) 530-9456,sellostroquelesycarpetastorres@gmail.com
"TRAVERS TOOL, S DE R.L. DE C.V",(442) 209-6600,melina.hernandez@travers.com.mx
"TS PROAUDIO E ILUMINACION, S.A",(570) 991-00,Tax
TUBETAPE,(916) 358-5682,Tax
"UNIFORMES LA PROVIDENCIA, S.A.",(535) 896-33,JRAMIREZ@PROVIDENCIA.COM.MX
"UNIFORMES OSKARS, S.A.",(558) 465-11,Tax
UNIGRAPHICS SOLUTIONS DE MEXIC,(526) 147-70,Tax
"UNIVERPLAST DE MEXICO, S.A DE",(555) 609-89,Tax
UNIVERSAL TECHNICAL SYSTEMS IN,(815) 963-2220,kari.johnson@uts.com
URIEGAS MARTINEZ CARLOS RAUL,(570) 990-90,Tax
"VARI INTERNACIONAL, S.A. DE C.",(918) 327-00,amedina@varinter.com.mx
"VARIAN, S. DE R.L. DE C.V.",(552) 394-65,Tax
VELASCO CHAVEZ LUIS EDUARDO,(551) 931-07,grupoiscecom.luis@gmail.com
"VESALIUS, S.A. DE C.V.",(555) 574-5797,psicologiamx4@vesalius.com.mx
"VIANA DESCUENTOS, S.A DE C.V.",(527) 725-57,Tax
VIDEO PROYECTOS. S.A DE C.V.,(567) 297-04,Tax
"VIDEOSERVICIOS, S.A. DE C.V.",(554) 240-20,ajimenez@videoservicios.com.mx
VILLARREAL CALLEROS JAZMIN,(553) 715-58,Tax
VILLEGAS NAVARRETE LUIS,(530) 293-5,Tax
VINICOLA SAN LORENZO S.A. DE C,(575) 642-99,Tax
"VINOS Y MAS, S.A. DE C.V.",(555) 698-9890,veronica@lacastellana.com
"VINOTECA MEXICO, S.A. DE C.V.",(525) 460-51,Tax
VISTA MEDICAL LTD.,(204) 949-7678,Tax
"VITECH, S.A. DE C.V.",(202) 296-7,ucanto@vitech.com.mx
VWR INTERNATIONAL S DE R.L DE C.V.,(555) 005-0100,aidee_garcia@vwr.com
WARD'S NATURAL SCIENCE,,Tax
WILSON SPORTING GOODS CO. SA DE CV,(559) 177-9138,Ricardo.Rodriguez@wilson.com
"YANMAR DESING, S.A. DE C.V.",(555) 469-70,Tax
ZAPATA SIERRA GRACIELA ESTHER,(445) 526-9077 Ext 01,logistica@jieimexicana.net
ZARZA MAYORGA CRISTINA,(502) 583-28,Tax
ZAVALA PEREZ EMMA,(154) 608-23,berzelius_representaciones@yahoo.com.mx
ZEIGEN MICROSCOPIOS,(555) 543-7444,Tax
AGENCIA ADUANAL FERNANDEZ ESPI,(577) 166-42,lamasa@grupofernandezmalagon.com
SPARKFUN ELECTRONICS,(303) 284-0979,cservice@sparkfun.com
M&M MEDI MEDICS S.A. DE C.V.,(567) 846-76,Tax
MANUFACTURA Y EQUIPAMIENTO INO,(154) 557-49,Tax
ROBLES VALADES JORGE GERARDO,(111) 583-04,Tax
"CHABOLLA Y CIA, S.A.",(559) 315-5,Tax
"VEGA SOFT, S.A. DE C.V.",(551) 079-4113,vgarcia@vegasoft.com.mx
TRUJILLO MARTINEZ ILDA,(585) 607-01,Tax
HERNANDEZ MARTINEZ MARCELINO,(222) 679-55,Tax
ZARAGOZA TOMAZA ISAIAS,(585) 715-95,Tax
"HENSA DISTRIBUCIONES, S.A. DE",(722) 305-0325,javierfigueroa@grupohensa.com.mx
"CENTRO METALICO DEL SUR, S.A.",(563) 339-40,Tax
"GRAND AUTOMOTRIZ, S.A. DE C.V.",(539) 525-99,Tax
CONCA TORRES ARMANDO,(542) 569-34,ACONCAT@TRITICUM.COM.MX
"FUGASE OPERACIONES, S.A. DE C.",(567) 940-42,Tax
INZUA MEDINA ALVARO,(521) 202-34,Tax
PEREZ ASENCIO ALFONSO ZACARIAS,(133) 810-6221,Tax
DROGAS TACUBA S.A. DE C.V.,(554) 792-28,Tax
"UMPI,S.A. DE.C.V.",(535) 801-08,Tax
"DATAVISION DIGITAL, S.A. DE C.",(527) 329-03,carmen.ruiz@datavision.com.mx
NOLASCO DORDELLY ALFONSO,,ALFONSO_NOLASCO@PRODIGY.COM
ENRIQUEZ VAZQUEZ LUIS,(556) 303-84,Tax
TREJO CORTEZ MARIA LENA LEONOR,(551) 962-80,Tax
"RADAR ELECTRICO, S.A. DE C.V.",(585) 717-82,Tax
LOZANO IRIARTE RAMON GABRIEL,(542) 133-57,MOLDES@MYDCNC.COM
"DISTRIBUIDOR BIOQUIMICO, S.A.",(554) 936-68,Tax
"CAR MART COMUNICACIONES, S.A.",(520) 145-35,Tax
OSEGUERA TORRES FRANSISCO JAVI,(551) 565-86,Tax
MEXICANA DE REFRIGERACION COME,(570) 309-35,Tax
"TELEVIX, S.A. DE C.V.",(525) 623-22,Tax
PROVEEDORA DE SUMINISTROS EL R,(134) 681-14,Tax
TRILLO RAMOS NORMA A.,(261) 209-57,Tax
AYALA PARRA LAURA,(521) 202-34,Tax
"GRUPO SALUD GLM, S.A. DE C.V.",(110) 555-20,equipo.medico@
LOPEZ AMBRIZ MANUEL ARMANDO,(564) 663-13,Tax
TELEMATICA Y SISTEMAS AVANZADO,(574) 021-42,Tax
X-STREAM NETWORKS S.A. DE C.V.,(553) 362-26,jsandoval@xsn.com.mx
DURECT CORPORATION,(253) 857-4,Tax
"CIPAN, S.A. DE C.V.",(919) 935-27,Tax
"ESTEREOLITOGRAFIA DE MEXICO, S",(568) 745-59,Tax
TEKNESYS S.A. DE C.V.,(527) 650-39,Tax
KONE MEXICO S.A. DE C.V.,(194) 601-34,Tax
GARCIA GONZALEZ CECILIA,(551) 559-6116,dqalvi@yahoo.com.mx
"COMERCIAL WHITEHOUSE, S.A. DE",(555) 976-59,Tax
"GRUPO CINELECTRONIC, S.A. DE C.V.",(551) 512-66,gerardo.aguilera@cinelectronic.com
"RIEKE DE MEXICO, S.A. DE C.V.",(558) 612-00,Tax
"INDUSTRIAS QUETZAL, S.A DE C.V",(525) 721-00,Tax
DIAZ CONTRERAS MASCHERPA MARIA,(581) 026-67,manuelruizesparza@hotmail.com
"GEMALTO MEXICO, S.A. DE C.V.",(212) 214-00,Tax
MARTINEZ  PEREZ AMALIA,(551) 214-42,Tax
"COMERCIALIZADORA ELECTROMED, S",(563) 089-75,Tax
"TIEMPO DE INGENIO, S.A. DE C.V",(568) 277-15,Tax
FREYRE MARQUEZ JOSE ANTONIO,(535) 579-72,Tax
EQUIPOS DE AUDIO/VIDEO Y COMUN,(553) 249-55,ramon@equiposavc.com.mx
"ROSSHUIT TECHNOLOGIES MEXICO,",(537) 854-75,Tax
"XOPANTECH, S.A. DE C.V.",(551) 115-22,leticia.crespo@xopan.com
"GETRONICS MEXICO, S.A. DE C.V.",(917) 134-81,Tax
"AD,SUM, APROVECHAMIENTO DE PRO",(527) 772-91,Tax
"MEXICO, VIRUTEX, S.A. DE C.V.",(247) 445-43,escobar@virutex.com.mx
SPOFITEC S.A. DE C.V.,(563) 126-00,Tax
SCIENTIFIC SYSTEMS INC.,(234) 731-1,Tax
VELAZQUEZ MONTOYA OSCAR,(575) 775-50,Tax
"ESMASA, S.A. DE C.V.",(531) 802-34,Tax
TMW MEDIA GROUP,(577) 858-1,Tax
"INDUSTRIAL, AR, S.A. DE C.V.",(582) 201-04,Tax
"INDUSTRIPARTES PISCIS, S.A. DE",(555) 561-8873,compras@piscis1.com
THE INSTITUTE OF JESUIT SOURCE,(633) 462-2,Tax
"LCP ALIMENTOS, S.A. DE C.V.",(553) 820-50,LCPALIMENTOSSA@PRODIGY.NET.MX
"OPERADORA ETESA, S.A. DE C.V.",(566) 226-23,Tax
"MUEBLES Y EQUIPOS GALCOR, S.A.",(591) 363-52,Tax
WREN TURBINES USA,(260) 724-8936,Tax
PORTICO INTERNACIONAL MEXICANO,(525) 448-16,Tax
METALINSPEC SA DE CV,(555) 378-5864,jmaya@metalinspec.com.mx
AENOR,,Tax
JIMENEZ ROJAS FILEMON FILOMENO,(131) 592-53,Tax
GUZMAN GONZALEZ ENRIQUE,(574) 146-28,Tax
"HACH DE MEXICO, S. DE R.L. DE",(110) 505-15,Tax
CENTRO DE INVESTIGACION Y  DE,(574) 738-00,Tax
"ASEOINDUSTRIAL MEXICANA , S.A.",(539) 095-80,yarevega.aseoindustrial@outlook.com
GARCIA COSIO MA. ELENA,(555) 609-804,megcosio@hotmail.com
GRUPO INDUSTRIAL AURO S.A. DE,(536) 036-53,Tax
"BLUSAS ANNETTE, S.A. DE C.V.",(558) 831-11,blusasannette@prodigy.net
PRODUCTOS METALICOS STEELE S.A,(535) 094-02,Tax
CORTES HEREDIA JOSE ARTURO,(722) 240-4544,imagenin@hotmail.com
VALDEZ GUZMÁN ARTURO,(555) 383-5343,joseluis@aktiva-mx.com
OPTIK SERVICES DE MEXICO S.A.D,(555) 679-8072,Tax
INTERCOVAMEX S.A. DE C.V.,(777) 313-2087,ablopez@intercovamex.com
CAJA CHICA UIA,(555) 595-0401 Ext 0,compras@iua.mx
"FINAL TEST, S.A. DE C.V",(664) 631-8882,asela.burgos@final-test.net
"METTLER TOLEDO, S.A. DE C.V.",(551) 946-0900,Tax
SANDOVAL AVENDAÑO LETICIA,(555) 397-0530,ventas@prosegisa.com
BOJORQUEZ MARTINEZ MIGUEL,(555) 547-7048,mbmlink2000@hotmail.com
REPARTO OPORTUNO DE PUBLICACIO,(555) 002-1655,asordo@ropsa.com.mx
"PROPIMEX, S. DE R.L. DE C.V.",(044) 551-0137 Ext 292,normann.munozv@kof.com.mx
"VILMARC S,A DE C.V.",(555) 600-2154,productos_vilmarc@hotmail.com
HERNANDEZ BOCANEGRA HOMERO,(569) 153-72,homero_hbocanegra@yahoo.com.mx
BAJA,,Tax
PASCO SCIENTIFIC,(018) 007-7287 Ext 00,mexiteksa@aol.com
LUNA ZAVALA JOSE,(555) 675-4850,Tax
RUAN ESCAMILLA EMILIO P.,,Tax
"CALCMENU PHILIPPINES, INC.",,Tax
"FANUC ROBOTICS MEXICO, S.A DE",,Tax
"OTTO BOCK DE MEXICO, S.A DE C.V",(800) 837-0434,ricardo.walls@ottobock.com.mx
"COMERCIAL FERRETERA ERMITA, S.",(015) 245-8090 Ext 0,ERMITA@CASAKIMURA.COM
MANGUERAS Y ARTICULOS,(557) 670-10,joseluis@marisa.com.mx
EL UNIVERSAL CIA PERIODISTICA,(555) 709-1313,viridiana.vazquez@clabsa.com.mx
HERNANDEZ PAREDES VICTOR MANUE,(555) 294-6259,imagendeporte@yahoo.com.mx
THE ROBOT MARKETPLACE,,Tax
"DIAGNODISTRIBUTIONS, S.A. DE.C",,Tax
"GRUPO ESTUDIOS TECNICOS, SA",,Tax
"TLAPALERIA NONOALCO, S.A. DE C",,tnonoalco@prodigy.net.mx
GRUPO INDUSTRIAL DE COPIADO E,(570) 512-10,giso@global-print.biz
JORGE E. TREVIÑO SALINAS,(867) 713-5227,traficojets@aajets.com
INACTIVO,,Tax
"CORPORACION NOVAVISION, S. DE",(544) 840-45,baranzolo@sky.com.mx
"HEWLETT-PACKARD MÉXICO, S DE R",(525) 552-5844 Ext 91,patricia.paredes@hp.com
SDC PROESA S.A. DE C.V.,(555) 253-5601,Tax
JIMENEZ SALINAS ROSA ELENA,(573) 604-70,avilacorrales@yahoo.com.mx
"QUIMICA JEREZ, S.A. DE C.V.",(555) 398-3228,ventas@quimicajerez.com
"MULTION CONSULTING, S.A. DE CV",(555) 940-50,anunez@multion.com
CINETEC EQUIPOS TÉCNICOS PARA,(555) 944-3147,ventas@cinetec.com.mx
GOMEZ LARA ARTURO,(555) 202-6935,Tax
"COMUNICACIÓN E INFORMACIÓN, S.",(563) 620-00,karina.torres@proceso.com.mx
FARO RODRIGUEZ ROBERTO CARLOS,(551) 502-79,Tax
SAYALAB MEXICO S.A. DE C.V.,(587) 971-73,sayalab2000@yahoo.com.mx
EQUIPOS Y PRODUCTOS DE LIMPIEZ,(555) 635-7768,anamaria@eproli.com.mx
CONSORCIO INTERAMERICANO DE CO,(555) 628-7070,monica.miguel@reforma.com
FOCUS ON SERVICES S.A. DE C.V.,(555) 687-3040,Tax
"(INACTIVO) HARLAN MEXICO, S.A.",(555) 264-8657,Tax
"ELECTROPURA, S. DE R.L. DE",,Tax
VALLE CASTILLO ELENA,(555) 591-9932 Ext 62,Tax
THE WIRE,(440) 207-4225 Ext 010,sub@thewire.co.uk
"TECNICA COMERCIAL VILSA, S.A.",(555) 488-0170,NGARCIA@VILSA.COM.MX
"NOUS COMUNICACIÓN, S.A. DE C.V",(551) 450-9102,Tax
A.L.H. J. MAÑAS S.L.,,info@ar-tools.com
CELTA SPORTS S.A. DE C.V.,(553) 330-4168,Tax
OSORNIO MIRANDA HUMBERTO,(555) 368-5686,Tax
"SYSNET, S.A. DE C.V.",(552) 313-36,Tax
PATLAN TORRES FRANCISCO JAVIER,(555) 897-5788,distrapa@yahoo.com
DISTRIBUCIONES ESPECIALIZADAS,(555) 358-5138,contacto@corporativodetsa.comx
"GOAL/QPC, INC",(603) 890-8800,Tax
"EUROELECTRICA, S.A DE C.V.",(555) 804-7800,cxc3@euroelectrica.com.mx
DIARIO EL PAIS MEXICO S.A. DE,(553) 547-5946,suscripcioneselpais@elpais.com.mx
ORGANIZACIÓN GRAFICA LORE S. D,(555) 674-7051,aramez_ro@hotmail.com
EVOLUCIONA COMUNICACIONES S.A.,(555) 420-2300,Tax
BUSINESS PHONE S.A. DE C.V.,(553) 626-0658,Tax
AGILENT TECHNOLOGIES MEXICO S.,(551) 253-2000,rigel_granados@agilent.com
CONCEPTOS CORPORATIVOS DE MEXI,(555) 292-1240,larchundia@ccmexico.net
UNIFORMES Y CONFECCIONES AMERI,(557) 451-94,elisalopez@unicofam.com
"FILLGAP BUSSINESS SYSTEMS, S.A",(552) 452-9200,www.fillgap.com
"INDUSTRIAS MIROMEX, S.A. DE C.",(555) 768-8181,Tax
CONTROL TECNICO Y REPRESENTACIONE,(520) 881-16,rosaura.ocana@ctr.com.mx
"MILENIO DIARIO, S.A. DE C.V.",(555) 140-4900,Tax
WEATHERBUFFS.COM,,www.weatherbuffs.com
"A 1, S.A. DE C.V.",(555) 527-2498,VENTAS@A1CONTENEDORES.COM.MX
ALTERNATIVAS EN COMPUTACIÓN S.,(555) 255-0011,Tax
"SENSOR PRODUCTS, INC.",,mduer@sensorprod.com
ACEROS FORTUNA S.A. DE C.V.,(555) 010-4800,lrtorres@cartech.com
ELECTRIC MOTORSPORT,,Tax
"FOTO ARTE, S.A. DE C.V.",(555) 488-9898,Tax
ABC COMUNICACIONES Y DIADEMAS,(555) 630-1544,Tax
DICOARCA S.A. DE C.V.,(555) 698-9107,ernesto@dicoarca.com
"COMMONWEALTH ENTERPRISES, INC.",,geraldine@miami-med.com
"PERIODICO EXCELSIOR, S.A. DE",(555) 128-3000,angel.hernandez@gimm.com.mx
HERMES MUSIC S.A. DE C.V.,(555) 547-2111,Tax
SOLVENTES Y MEZCLAS S.A. DE C.,(555) 694-4096,Tax
"SOLUCIONES YVM, S.A. DE C.V.",(555) 440-1074,Tax
ORSIS S.A.,(555) 676-9847,orsisa@prodigy.net.mx
SOLUCIÓN INTELIGENTE EN LOGÍST,(555) 212-0656,www.siel.com.mx
"ART TECNICA, S.A. DE C.V.",(527) 305-73,mluna@artecnica.com.mx
"TECNO LAB, S.A. DE C.V.",(558) 685-10,tecnolabserv@ego.net.mx
"ADICHEM, S. DE R.L. DE C.V.",(013) 331-6210 Ext 68,Tax
"CENTRO DE CONECTIVIDAD, S.A DE",(551) 215-72,fportillo@cdcmx.com
"CIENTIFICA VELA QUIN, S.A. DE CV",(560) 713-11,anahid.rios@velaquin.com.mx
"DBR DE MEXICO, S.A. DE C.V.",(555) 565-8663,Tax
PROSIC SERVICIOS S.A. DE C.V.,(560) 603-08,roberto@prosic.com.mx
AVILA LOPEZ ILDEFONSO,(551) 315-9191,AVILAG9@YAHOO.COM.MX
MEDIDORES INDUSTRIALES Y MÉDIC,(555) 658-0766,Tax
"Astro-Med, Inc.",,grass@astromed.com
"HISPANOVA, S.A. DE C.V.",,Tax
"DINAMICA MEDICA, S.A. DE C.V.",(561) 508-43,018005233904
R. R. DONNELLEY DE MEXICO S. D,(555) 091-7239,Tax
"DATAPRODUCTS DE MÉXICO, S.A. D",(309) 855-00,ALUNA@DATAPRODUCTS.COM.MX
"ERSA REFRIGERACION, SA DE CV",(555) 807-8228,arturo.vega@equiposchapultepec.com
APARATOS E INSTRUMENTOS CIENTI,(555) 521-7293,Tax
"EXPANSIÓN, S.A. DE C.V.",(917) 743-42,Tax
FERRETERIA SANTANDER,(599) 999-96,abimael.soto@ferreteriasantander.com.mx
"ORBEN COMUNICACIONES,SAPI  SA DE CV",(639) 455-38,CRISTOBAL.GARCIA@orben.com
EXCELENCIA EN COMUNICACIONES Y TEC,(555) 523-0350,mjimenez@excomunitec.com.mx
TAQ SISTEMAS MÉDICOS S.A. DE C,(548) 898-98,miroslava.rojas@taq.com.mx
CXTEC,,wfragoso@cxtec.com
HOME DEPOT MEXICO S DE RL DE C.V,(555) 519-4018 Ext 00,Tax
FLEXILAB S.A DE C.V.,(722) 212-6559,hmoron@flexilab.com.mx
VISUAL PARADIGM INTERNATIONAL.,,sales@visual-paradigm.com
"NABERTHERM, INC.",,rick@nabertherm-usa.com
CRISTALERIA MONACO S.A DE C.V.,(551) 280-07,lopez@cmmonaco.com
ASESORIA SERVICIOS Y APLICACIO,(127) 102-20,alberto.bouquet@asa-ti.com
"CIC RADIOCOMUNICACIONES, SA DE",(542) 390-05,cicradiocom@prodigy.net.mx
"MEGA.COM, S.A. DE C.V.",(553) 460-13,ventas@proyectores.info
COMERCIAL SAN - SON S.A. DE C.,(552) 166-3376,Tax
COLOR SYSTEMS DE MÉXICO SA DE,(222) 237-1465,raulvag@hotmail.com
"INYMET INSTRUMENTACION, S.A. DE C.V.",(555) 754-3087,ventas@inymet.com
"ADVENTNET, INC.",(192) 592-4950 Ext 0,sales@adventnet.com
"INGENIERIA DRIC, S.A DE C.V.",(245) 532-74,madrid@idric.com.mx
SERVICIOS GLOBALES DE INT. TEC,(722) 210-1375,geojg@integracion-tecnologica.com
MICROSOFT SUPPORT SERVICES,,Tax
DISTRIBUIDORA ELECTRONICA,(333) 614-4222,EDUARDO.CASTANEDO@DEC-ELECTRON
TEC-QUEST S.A. DE C.V.,(014) 499-1213 Ext 44,eugenio@tec-quest.com
GRUPO INTERNACIONAL EDITORIAL,(501) 029-13,Tax
MORENO JASQUI MIGUEL,(552) 614-9555,Tax
ACRESSO SOFTWARE,,http://shop.acresso.com/
GOMEZ BALTAZAR OTILIO,(155) 045-88,moldesymaquinas@castago.com.mx
"CONEPRE, S.A. DE C.V.",(555) 077-3481,victor.vargas@conepre.com.mx
VARGAS GUTIERREZ HUGO ALBERTO,(576) 898-16,albertov72@hotmail.com
GENERACIÓN DE SISTEMAS PARA EL ESPE,(555) 789-1280,iescobedo@genesist.com
MARO PAPELERA S.A. DE C.V.,(525) 923-86,maropapelera@yahoo.com.mx
"EL FINANCIERO, S.A. DE C.V.",(522) 776-63,Tax
"DEMOS, DESARROLLO DE MEDIOS,",(554) 177-01,suscrip@dycomelajornada.com.mx
ORTIZ OLVERA ARTURO,(577) 043-20,aortizcornejo@yahoo.com.mx
CIA PERIODISTICA DEL SOL DE,(554) 624-91,eduardo.montalvo@oem.com.mx
NIETO Y CIA S.A. DE C.V.,(555) 565-0461,clarissa147@hotmail.com
IMPRESORES MASEL S.A. DE C.V.,(105) 555-00,Tax
"POCHTECA MATERIAS PRIMAS, S.A.",(527) 859-00,cmgarcia@pochteca.com.mx
ATYDE MEXICO S.A. DE C.V.,(555) 312-9803,atydemex@hotmail.com
"INDUSTRIAS POVYAMEX, S.A. DE .",(576) 118-73,Tax
STRATEGIA Y DISEÑO S.A. DE C.V,(561) 648-32,info@strategiaydiseno.com.mx
"MULTIEQUIPOS Y CONSUMIBLES, S.",(548) 559-69,mlaraolmedo@yahoo.com
HERMAN MILLER MEXICO S A DE CV,(506) 396-48,oscar_cuevas@hermanmiller.com
"REFACCIONES ARANZABAL, S.A. DE",(556) 642-77,ventas3@aranzabal.com.mx
MULTI-HEALTH SYSTEMS INC.,(416) 492-2627,international@mhs.com
"INYMET, S.A. DE C.V.",(575) 430-87,atencionclientes@inymet.com.mx
MICROPILOT,(204) 344-5558,ttruant@micropilot.com
"SERVICE SUPPORT, S.A. DE C.V.",(533) 845-79,miguel.camacho.service@gmail.c
RODRIGUEZ ROBERTO,(559) 083-75,Tax
ORTIZ MORALES ANDRES ANTONIO,(555) 236-1154,Tax
SAMPEÑ S.A. DE C.V.,(534) 146-47,dr_jf_1999@hotmail.com
Z TEC CO.,(859) 281-1611,Tax
"INSITEL MEXICANA, S.A. DE C.V.",(419) 600-56,ventasinsitel@insitel.com.mx
ANDRADE DE LA FUENTE JORGE,(595) 041-22,Tax
THE INSTITUTE OF INTERNAL AUDI,,Tax
"TIEMPOS FELICES PRODUCCION,",(513) 545-68,jorge@tiemposfelices.com
PROCHEMICAL &  DYE,(508) 676-3838,PROMAIL@PROCHEMICAL.COM
ARCO EQUIPOS Y SERVICIOS,(538) 624-65,arturo.aguilar@arco.com.mx
A.F. SERVICIOS PARA LABORATORI,(578) 241-36,laura.mendez@sertelmx.com
FERNANDEZ CASTRO VICTOR JAVIER,(565) 264-90,Tax
ESPINDOLA CARRILLO AGUSTIN,(264) 563-21,Tax
GEMINIS IMPORTACIONES S.A. DE,(566) 566-94,hobbycentro@prodigy.net.mx
"INTELTECH, S.A. DE C.V.",(533) 398-74,guerra@inteltech.com.mx
TORRES TEJERA S.A. DE C.V.,(554) 343-46,Tax
DISTRIBUIDORA DE PRODUCTOS SUS,(223) 712-45,gabriel@crearton.com.mx
GRUPO DIGITAL ON LINE Y  SISTE,(568) 278-53,abel.feria@digitalysistemas.cm
THE GREAT AMERICAN BVERAGE CO,(001) 800-6632 Ext 739,cmac@beermachine.com
MORA MENDOZA MARLEN,(559) 199-3562,Tax
"ESTUDIO 13, S.A. DE C.V.",(015) 556-8013 Ext 13,eacosta@estudio13.com.mx
